user_id,archetype,track_id,rating
user_0000,genre_fan,6PprnktjmpGa84jSvxxr2o,1.2144816490284267
user_0000,genre_fan,3RiPr603aXAoi4GHyXx0uy,3.6433055200412796
user_0000,genre_fan,50DyjmQxDUAygFT31rD1kT,2.967082957459821
user_0000,genre_fan,4PwTeFfKqmR3XIeXXUBDOf,4.3211876215977885
user_0000,genre_fan,2e504c6dhwERptQG8A5mu8,1.094434758646508
user_0000,genre_fan,7GsaniI8jDoKvKujMXUGYs,0.8479486134029331
user_0000,genre_fan,1rvJahl2EPy25dSsBNzTr4,2.928240449669303
user_0000,genre_fan,1ei3hzQmrgealgRKFxIcWn,4.002224146179043
user_0000,genre_fan,5S1102uVOmaQhwKcKGtLmO,3.3307043047649003
user_0000,genre_fan,4t77OsiudWy4timV32lPa2,3.170217215835596
user_0000,genre_fan,1PbMymOpXaxC6LVTCsCGW5,1.0022453092690566
user_0000,genre_fan,1ZwuOZGxT9D1s1xUtsKAd9,1.301181191329421
user_0000,genre_fan,7uElzZpQ49DfvEnP86WA4k,1.2433262298300582
user_0000,genre_fan,47VEW1aJJAkwaZc2g6Bait,1.8222914065783327
user_0000,genre_fan,1D4PL9B8gOg78jiHg3FvBb,3.67758723771598
user_0000,genre_fan,4VQAuV4Sj6JGwdvpiRKeqg,1.073550533898035
user_0000,genre_fan,1R2ni98s7x2CUtYaj1LD4T,1.2519462892559932
user_0000,genre_fan,68SvStN7XigX94wdpRsrLV,1.447785955016628
user_0000,genre_fan,1D403LgpMsSbJ1GGx7MHLy,1.3801890516119213
user_0000,genre_fan,16R4mLsUaqxztNbnjkzV1n,1.3550622267516927
user_0000,genre_fan,0mFErfI7fGpwQA3KqF4W6l,1.317399168212917
user_0000,genre_fan,0trVnybi3L9TLXvMgSYoYG,2.9819422567667746
user_0000,genre_fan,5QO79kh1waicV47BqGRL3g,4.209451646995092
user_0000,genre_fan,2K87XMYnUMqLcX3zvtAF4G,4.4152047156798035
user_0000,genre_fan,4ZtFanR9U6ndgddUvNcjcG,4.821561591763457
user_0000,genre_fan,6n0YI4fgKvj3TpqOq9xc13,1.717697726047571
user_0000,genre_fan,3uOh60vBloFwAv1akxP5Mj,3.0358077544410693
user_0000,genre_fan,7y6pSKKMwCJ9jd0n1aKIF3,1.6230684845753716
user_0000,genre_fan,7Hiyi8omzbf2VXWOiVDM4H,0.9019702553390021
user_0000,genre_fan,5e2eJl3qNNGWllzSFCYrad,3.676948782502586
user_0000,genre_fan,2oeEe3EdRBaUPRHmIbgQLU,3.561981486103538
user_0000,genre_fan,6zeIPnFq1B3H9XoNAGzEkz,1.412076824690614
user_0000,genre_fan,2TzyJEUfWHGRsk3r6Emvbk,3.4027433037220414
user_0000,genre_fan,4cktbXiXOapiLBMprHFErI,4.140338210950238
user_0000,genre_fan,53DVsTZvB16BDP30XmfSef,3.494726019788732
user_0000,genre_fan,57jOEZtoLQK4zF2x55bdkp,3.2331379389974075
user_0000,genre_fan,62zixX6AZxNfohLJrgUQiO,1.2109008097146197
user_0000,genre_fan,5kvae4W4IJboRyiHsBO3Xt,0.875592720621617
user_0000,genre_fan,0sNUDg8VjfgiwijE4W1pTM,1.4861644647885206
user_0000,genre_fan,4mOZdpNKzSVO1LSZM3H5m7,1.0517187869410811
user_0000,genre_fan,1BPs92wyDoD7oM1VDRQh9E,1.0335206803070158
user_0000,genre_fan,1hYaQRlsuEW4kMjjmjyow3,3.2343462878513454
user_0000,genre_fan,2OgHEQQm0BMaA7pNzv7utB,0.9929764922695419
user_0000,genre_fan,3PzjOk3qG1nh5lWd8GSfzB,1.6668365395601896
user_0000,genre_fan,4Zu6hg9drdLoGeyvJmOZoQ,1.4631581832755975
user_0000,genre_fan,7giVnCZScUsYYseywZt92J,1.257934448400409
user_0000,genre_fan,5vX8Lsju18s8HnFNRSlwmj,3.7091659573251317
user_0000,genre_fan,3e7sxremeOE3wTySiOhGiP,4.7117488148808
user_0000,genre_fan,6NTIKfyWCP3Nm2zWB16o88,2.652652712651332
user_0000,genre_fan,1DEA1tTNQdWPsoH0Zr2kdu,1.0882399848713487
user_0000,genre_fan,7CV8OXKML5K3ZP3yt66mWk,0.6679875656948607
user_0000,genre_fan,0VjIjW4GlUZAMYd2vXMi3b,4.907218176834092
user_0000,genre_fan,1k82QYmnCIP4npYIraG1td,1.9898190442793462
user_0000,genre_fan,5qm0KiVKMXW1kq6VrnIhz5,2.6898561531851337
user_0000,genre_fan,3jf5303mzzJ96O8xFTcEn4,3.6352922536533434
user_0000,genre_fan,0b11D9D0hMOYCIMN3OKreM,4.215121239094033
user_0000,genre_fan,2DzEnsDbTLHwPuIMAB2z0P,3.3178864808496624
user_0000,genre_fan,1LrxmgC6pg5RAYGJ2FQWv0,1.3042204297729918
user_0001,genre_fan,7DbdUf8aHSYoliSjO6LZv6,3.5276197979792783
user_0001,genre_fan,3fwyItGexa88kR8j76dIqv,3.342683707599713
user_0001,genre_fan,0UZLaEOSIc5kg0cc7eszqC,3.4742295545820516
user_0001,genre_fan,2RSHsoi04658QL5xgQVov3,3.675665045410546
user_0001,genre_fan,1stiSonuKkZqhI1o9nZ9MT,3.9897233911794907
user_0001,genre_fan,2eAvDnpXP5W0cVtiI0PUxV,4.070957586611811
user_0001,genre_fan,7hn8Q8WAxFdL4aZ159GI7C,3.1179866539909047
user_0001,genre_fan,65gLJGey4u4KFFqoC5fzFJ,3.8892221731858276
user_0001,genre_fan,3hUxzQpSfdDqwM3ZTFQY0K,4.732381986719835
user_0001,genre_fan,6qZyM6JV8ohLC4S2EL5sFh,3.119241354646168
user_0001,genre_fan,5x72Q1SyiDHJ4IF2mRzfkg,3.6489491256464883
user_0001,genre_fan,6Z8R6UsFuGXGtiIxiD8ISb,4.153069918305875
user_0001,genre_fan,6IWZKBeAkeCzaYNE8SmedK,3.1555474046856142
